,城市,价格,出游人数,评论数,详细出游人数,满意度,来回交通工具,行程天数,住宿类型,行程内交通时长,目的地,编号
403,广州,1957,1.7万,74人,21,100, ,共5个,共1次, , ,210729097
404,广州,811,496,5人, , ,动车组/动车组, , ,共3次,桂林,210674611
405,广州,1617,37,1774人,5060,97,自行安排/自行安排, , , , ,210623609
406,广州,1754,420,4人, , , , , ,共1次,桂林,210268954
407,广州,1045,21,369人,37,100, , , , , ,210796469
408,广州,2879,7466,645人,496,99,自行安排/自行安排, , ,约14小时40分钟（行程内）,北海,210161686
409,广州,2749,14,1人,16729,99, , , , , ,210742678
410,广州,919,3103,5067人,14,100, ,共3个,2晚高档型, , ,210217755
411,广州,2496,2306,4123人,7466,97,飞机/飞机, , ,共1次,崇左,210680336
412,广州,1760,7,4927人,420,91,自行安排/自行安排,共12个,2晚高档型,约4小时35分钟（行程内）,桂林,210840450
413,广州,1637,1.9万,6374人, , , , , ,共2次,桂林,210052555
414,广州,2057,1.7万,3312人,3103,91, ,共14个,4晚豪华型,共2次,桂林,210054578
415,广州,1267,1.5万,5697人, , ,自行安排/自行安排, , , , ,210303765
416,广州,968,2.2万,2904人,22281,98,动车组/动车组,共14个,约5小时（行程内）,共2次,桂林,210484396
417,广州,1379,1.4万, ,7,100, , , ,共1次,北海,210055612
418,广州,2270,2.3万, , , , ,共11个,"1晚高档型,4晚豪华型",约9小时55分钟（行程内）,桂林,210052713
419,广州,2561,1.3万, , , ,自行安排/自行安排, , , , ,210046601
420,广州,2507,1.1万,2774人,21,100,火车/火车, , ,共2次,桂林,210304246
421,广州,1617,3900,1112人, , ,飞机/飞机,共18个,5晚豪华型,共2次,桂林,210303761
422,广州,938,2.2万,6308人,7466,97, ,共9个,共1次, , ,210484408
423,广州,1957,3.9万,9871人,2306,98, , , ,约40分钟（行程内）,桂林,210052643
424,广州,1727,1.1万,3568人, , , ,共16个,2晚高档型,约4小时35分钟（行程内）,桂林,210759658
425,广州,1877,1.4万,3794人,3103,91, , , ,共1次,桂林,210675084
426,广州,718,2439,713人, , ,高铁二等座/高铁二等座, , , , ,210425707
427,广州,758,2495,711人,14,100, , , , , ,210484449
428,广州,1072,2.2万,6308人,19257,98, ,共16个,2晚高档型, , ,210484459
429,广州,976,2.2万,6267人,15364,99,火车/火车, , , , ,210484403
430,广州,607,4854,1339人,13834,96, ,共11个,"1晚高档型,4晚豪华型",共1次，约1小时,桂林,210615331
431,广州,2359,7022,1528人,22281,98, ,共16个,2晚高档型, , ,210051355
432,广州,2531,6452,1399人, , ,汽车/汽车, , , , ,210047712
433,广州,2323,6532,1414人,23435,95, ,共17个,2晚高档型,共1次,北海,210053531
434,广州,608,3911,1035人,12852,96, , , , , ,210615153
435,广州,2407,1942,635人,17278,94,高铁二等座/高铁二等座,共16个,2晚高档型,共3次,桂林,210729098
436,广州,2476,8065,1921人,7,100,火车/火车, , , , ,210553442
437,广州,2666,7939,1870人, , ,火车/火车,共16个,3晚高档型, , ,210480635
438,广州,885,1.4万,4018人,10557,98,火车/火车,共13个,共1次,约14小时40分钟（行程内）,百色,210615117
439,广州,608,3760,986人,3900,98,火车/火车, , , , ,210615174
440,广州,997,1612,506人,22068,98,飞机/火车,共17个,4晚豪华型, , ,210484456
441,广州,1086,1.8万,5061人, , ,动车组/动车组,共18个,5晚豪华型, , ,210425000
442,广州,2623,3679,1000人,39349,96, ,共7个,约10小时45分钟（行程内）, , ,210484381
443,广州,865,3565,1031人,10887,99, ,共6个,3晚豪华型, , ,210731230
444,广州,1006,1.4万,4010人,2439,97,自行安排/自行安排,共12个,"2晚高档型,2晚五星级", , ,210614648
445,广州,1302,2495,711人, , , ,共16个,2晚高档型,共2次，约40分钟,桂林,210484389
446,广州,2871,7748,1852人,14001,98, , , ,共3次,桂林,210059208
447,广州,1171,265,75人,2495,97,动车组/动车组,共8个,"1晚高档型,1晚经济型,1晚豪华型,1晚五星级",共1次,南宁,210641681
448,广州,2257,1928,627人, , ,自行安排/自行安排,共12个,"1晚经济型,2晚豪华型,1晚五星级", , ,210729092
449,广州,2457,2065,674人,22068,98, ,共14个,约5小时（行程内）,共3次,桂林,210757266
450,广州,2524,3106,770人,265,100, ,共7个,约10小时45分钟（行程内）,约9小时55分钟（行程内）,桂林,210062625
451,广州,1647,6770,2024人, , , ,共13个,共1次,约30分钟（行程内）,桂林,210116073
452,广州,1452,1.4万,4008人,1928,99, , , ,共1次，约1小时,桂林,210615034
453,广州,1314,3700,969人,2065,99,火车/火车,共17个,4晚豪华型, , ,210615191
454,广州,1153,3714,975人,7748,97,火车/火车,共16个,"2晚经济型,2晚豪华型,1晚五星级",共1次，约1小时,桂林,210614551
455,广州,313,286,92人,10557,98,火车/火车,共8个,"1晚四星级,1晚高档型,1晚经济型", , ,210638114
456,广州,998,3501,1009人,3900,98,高铁二等座/高铁二等座,共16个,2晚高档型, , ,210732114
457,广州,1664,1449,433人,22068,98,高铁二等座/高铁二等座, , , , ,210570527
458,广州,2181,982,219人, , , ,共17个,2晚高档型,共1次,北海,210047756
459,广州,2981,7615,1812人,39349,96, ,共9个,1晚高档型, , ,210117586
460,广州,2871,2015,491人,14001,98,火车/火车, , , , ,210062580
461,广州,1909,7476,1779人,10887,99,飞机/火车,共17个,2晚高档型,共1次,北海,210117589
462,广州,1217,3435,1082人,2439,97,火车/火车, , ,共1次,桂林,210062315
463,广州,1210,3738,979人, , ,火车/火车, , , , ,210614633
464,广州,942,3672,963人,2495,97, ,共12个,约14小时30分钟（行程内）,共1次，约1小时,桂林,210615118
465,广州,604,1612,506人, , , ,共9个,共1次, , ,210484473
466,广州,1078,3675,964人,22068,98,火车/火车, , , , ,210614770
467,广州,603,3511,1012人, , ,火车/火车,共9个,共1次, , ,210732115
468,广州,1376,2610,744人,21892,98,高铁二等座/高铁二等座, , , , ,210425581
469,广州,666,3746,986人,4854,98, ,共10个,约2小时30分钟（行程内）, , ,210615343
470,广州,1078,3659,960人, , , ,共15个,2晚高档型, , ,210614587
471,广州,1131,696,156人,7022,95,火车/火车, , ,共1次，约1小时,桂林,210516588
472,广州,1369,2344,652人, , ,火车/火车,共6个,约16小时30分钟（行程内）,共1次，约1小时,桂林,210680205
473,广州,1009,3660,962人,6532,95,汽车/汽车,共11个,2晚高档型, , ,210614802
474,广州,1210,4183,1114人, , , , , , , ,210614807
475,广州,2738,4811,1265人,6452,95, ,共19个,"1晚高档型,1晚豪华型",约13小时40分钟（行程内）,北海,210523680
476,广州,2588,2851,695人,3911,98,火车/火车, , , , ,210729089
477,广州,1989,764,176人, , ,汽车/汽车,共15个,2晚高档型, , ,210671154
478,广州,2116,1469,361人,1942,99, , , , , ,210062438
479,广州,812,3654,959人,7939,97, , , ,共1次，约1小时,桂林,210614797
480,广州,2327,4187,1113人,3501,98,高铁二等座/高铁二等座,共10个,约2小时30分钟（行程内）,共1次，约10分钟,桂林,210615266
481,广州,1006,1.4万,4009人, , , ,共15个,2晚高档型, , ,210614641
482,广州,1252,587,169人,1449,98, , , , , ,210615349
483,广州,748,582,169人, , ,动车组/动车组,共11个,2晚高档型, , ,210615353
484,广州,768,1.4万,4003人,982,97,飞机/飞机, , ,共1次，约1小时,桂林,210615192
485,广州,1198,3654,958人,7615,97, , , , , ,210614698
486,广州,919,3514,1008人,7476,97, , , , , ,210731673
487,广州,1159,3493,1008人, , ,高铁二等座/高铁二等座,共19个,"1晚高档型,1晚豪华型", , ,210732283
488,广州,1427,2306,647人, , , , , , , ,210680200
489,广州,1210,1023,321人,3435,98, ,共15个,2晚高档型, , ,210484379
490,广州,1792,2314,646人,3672,98,高铁二等座/高铁二等座, , ,共1次，约1小时,桂林,210680313
491,广州,880,3649,957人, , , ,共15个,3晚高档型, , ,210614805
492,广州,1448,3647,957人,2015,96, , , ,共1次，约1小时,桂林,210615185
493,广州,1928,4.0万,1.0万人,3738,98,高铁二等座/高铁二等座,共17个,2晚高档型,约4小时35分钟（行程内）,桂林,210052484
494,广州,1580,2070,584人,1612,98,火车/火车,共19个,3晚高档型, , ,210555879
495,广州,2830,4784,1255人, , , , , , , ,210523684
496,广州,3166,37,10人,2610,96, ,共15个,2晚高档型, , ,210868427
497,广州,1114,2745,782人, , ,火车/火车, , , , ,210425035
498,广州,1308,2625,746人,3675,98,火车/火车,共8个,"1晚舒适型,3晚高档型,1晚豪华型", , ,210484466
499,广州,860,1.4万,4003人, , ,飞机/火车, , , , ,210615335
500,广州,1815,550,160人,3511,98,火车/火车, , ,共1次，约10分钟,桂林,210614600
501,广州,1198,1023,321人, , ,火车/火车,共9个,共1次,共1次，约1小时,桂林,210484428
502,广州,1238,3652,956人,3746,98,高铁二等座/高铁二等座, , ,共1次，约1小时,桂林,210615273
503,广州,1063,3649,956人, , , ,共17个,2晚高档型, , ,210614707
504,广州,1128,3649,956人,3659,98, ,共15个,"1晚高档型,1晚经济型,1晚豪华型",共1次，约1小时,桂林,210614742
505,广州,1086,3646,956人,696,94,火车/火车,共16个,2晚高档型,共1次，约1小时,桂林,210614771
506,广州,1140,3644,956人, , ,火车/火车, , ,共1次，约1小时,桂林,210614741
507,广州,969,3644,956人,4183,98,火车/火车, , ,共1次，约1小时,桂林,210615341
508,广州,898,3643,956人,3660,98,汽车/汽车, , ,共1次，约1小时,桂林,210614798
509,广州,1199,549,160人, , , ,共11个,2晚高档型, , ,210614642
510,广州,1639,7659,1817人, , , ,共15个,2晚高档型, , ,210161701
511,广州,1557,95,9人,3738,98, , , ,共1次,桂林,210765697
512,广州,1017,312,97人,1612,98,高铁二等座/高铁二等座,共17个,2晚高档型,共2次,桂林,210564585
513,广州,2226,3108,770人, , , ,共17个,2晚高档型,约40分钟（行程内）,桂林,210116375
514,广州,1500,1790,514人,3511,98, ,共17个,2晚高档型, , ,210578229
515,广州,1077,1023,321人, , ,汽车/汽车,共19个,3晚高档型,共1次，约1小时,桂林,210484441
516,广州,1130,1023,321人,3746,98, ,共15个,"1晚高档型,1晚经济型,1晚豪华型",共1次，约1小时,桂林,210484443
517,广州,1515,546,158人,2610,96, ,共16个,2晚高档型,共1次，约1小时,桂林,210615151
518,广州,1306,539,158人, , ,高铁二等座/高铁二等座, , ,共1次，约1小时,桂林,210615193
519,广州,898,285,70人, , , , , , , ,210615852
520,广州,2179,93,25人,3675,98, , , , , ,210638094
521,广州,787,1270,338人, , ,高铁二等座/高铁二等座,共11个,2晚高档型, , ,210480774
522,广州,948,3645,956人,2344,98, ,共16个,2晚高档型,共1次，约10分钟,桂林,210614800
523,广州,1146,537,157人, , , , , ,共1次，约1小时,桂林,210614795
524,广州,1945,534,157人,3659,98,高铁二等座/高铁二等座,共18个,2晚高档型,共1次，约1小时,桂林,210615452
525,广州,778,533,157人,4183,98, , , , , ,210615057
526,广州,1479,2.0万,5691人,696,94, ,共17个,2晚高档型,共3次,桂林,210066769
527,广州,2139,337,48人, , ,高铁二等座/高铁二等座, , ,共3次,北海,210821051
528,广州,3205,311,67人,3660,98,火车/火车,共15个,3晚高档型,共1次,北海,210178315
529,广州,2888,9885,2401人, , ,飞机/火车, , ,共1次,河池,210117585
530,广州,2734,680,157人,2851,97,火车/火车,共15个,3晚高档型, , ,210671078
531,广州,1738,536,123人,4811,98, , , ,共1次，约1小时,桂林,210779595
532,广州,1448,1023,321人, , , ,共11个,2晚高档型, , ,210484470
533,广州,1328,2051,564人,764,96,火车/火车,共15个,2晚高档型, , ,210355626
534,广州,989,385,92人, , ,火车/火车, , ,约3小时30分钟（行程内）,桂林,210088975
535,广州,1165,1303,378人,1469,96,火车/火车,共11个,2晚高档型, , ,210565050
536,广州,2173,821,184人, , ,动车组/动车组,共12个,"1晚经济型,2晚豪华型", , ,210116319
537,广州,1899,793,181人,3654,98, , , , , ,210116253
538,广州,2321,69,21人,4187,98, , , ,共2次,北海,210481427
539,广州,3057,116,33人,14214,98,高铁二等座/高铁二等座, , , , ,210553610
540,广州,1363,315,78人,14182,98, ,共19个,3晚高档型, , ,210484426
541,广州,398,38,13人, , , , , , , ,210586182
542,广州,2579,779,118人,1023,97,汽车/汽车,共17个,2晚高档型, , ,210336123
543,广州,1095,2.2万,6267人,2625,96, , , ,共1次，约1小时,桂林,210484455
544,广州,1824,3462,746人, , , ,共15个,"1晚高档型,1晚经济型,1晚豪华型", , ,210049806
545,广州,2905,3916,1048人,3649,98,汽车/汽车,共19个,3晚高档型, , ,210610313
546,广州,2807,14,4人, , , ,共13个,3晚豪华型, , ,210820112
547,广州,2707,8,4人,550,97, ,共14个,"2晚高档型,2晚豪华型", , ,210754980
548,广州,2127,11,3人,3646,98,高铁二等座/高铁二等座, , ,共5次，约1小时42分钟,桂林,210819856
549,广州,1260,5060,1429人,3649,98,自行安排/自行安排,共7个,约10小时45分钟（行程内）,共3次,桂林,210119799
550,广州,1063,3644,956人,3644,98, ,共8个,共7次,共1次，约1小时,桂林,210614725
551,广州,846,2.2万,6267人, , , , , , , ,210484405
552,广州,2349,285,60人,3643,98,高铁二等座/高铁二等座,共12个,约4小时30分钟（行程内）, , ,210048916
553,广州,1478,1678,472人,3644,98,高铁二等座/高铁二等座,共11个,2晚高档型, , ,210593320
554,广州,4075,42,5人,549,97, ,共6个,"1晚高档型,1晚经济型", , ,210766980
555,广州,3078,326,76人,4187,98, , , , , ,210050020
556,广州,1039,2495,711人,14214,98,高铁二等座/高铁二等座, , ,共2次,崇左,210484391
557,广州,2407,3656,960人, , , ,共11个,"2晚高档型,2晚豪华型",共2次，约40分钟,桂林,210615152
558,广州,3389,104,21人,587,97, ,共8个,共1次, , ,210604569
559,广州,2266,232,42人, , ,火车/火车, , , , ,210379462
560,广州,1215,205,38人,582,97, ,共11个,共2次,约4小时10分钟（行程内）,桂林,210728556
561,广州,2414,15,3人, , , , , , , ,210809273
562,广州,2313,5258,1092人,3654,98,高铁二等座/高铁二等座,共13个,共2次, , ,210052774
563,广州,3331,3659,958人,14192,98,飞机/飞机, , , , ,210614704
564,广州,1006,3497,1008人, , , ,共6个,共2次, , ,210731069
565,广州,288,1289,306人,3493,98, , , , , ,210415420
566,广州,1579,219,15人, , ,飞机/飞机,共12个,约2小时30分钟（行程内）, , ,210569226
567,广州,2949,351,67人,3514,98,飞机/飞机,共11个,3晚高档型, , ,210448205
568,广州,829,3,1人, , , ,共8个,"1晚高档型,1晚经济型,1晚豪华型", , ,210754725
569,广州,1604,24,5人,2306,98, , , ,共1次,桂林,210792084
570,广州,1176,10,5人,3649,98, ,共19个,"1晚高档型,1晚豪华型", , ,210724063
571,广州,2007,11,3人, , , , , ,共3次,北海,210611310
572,广州,1982,38,1人,7659,97,汽车/汽车,共9个,1晚高档型,共1次,北海,210628301
573,广州,3091,7492,1772人, , , , , , , ,210156784
574,广州,1797,577,163人,95,100, ,共15个,3晚高档型, , ,210615346
575,广州,849,3494,1006人,312,98,汽车/汽车, , , , ,210731176
576,广州,1419,3490,1006人,3108,97,高铁二等座/高铁二等座,共7个,共2次, , ,210731696
577,广州,385,780,200人,1023,97, , , , , ,210412715
578,广州,1800,688,159人,1790,97, , , , , ,210620781
579,广州,2431,54,9人, , , ,共11个,共2次, , ,210587304
580,广州,2104,52,9人,1023,97, , , , , ,210545300
581,广州,2326,47,9人,546,97,高铁二等座/高铁二等座,共10个,共2次, , ,210549444
582,广州,3078,54,10人,285,95, , , , , ,210589467
583,广州,2043,259,55人, , , ,共12个,2晚高档型,共3次,桂林,210417288
584,广州,2074,59,7人,93,96,高铁二等座/高铁二等座,共14个,4晚豪华型, , ,210687509
585,广州,1597,1,1人, , , ,共15个,2晚高档型,共1次，约1小时,桂林,210767985
586,广州,548,72,24人,539,97, , , , , ,210638115
587,广州,1162,1378,410人,1270,96,高铁二等座/高铁二等座,共15个,3晚高档型, , ,210602415
588,广州,2481,8,2人, , ,高铁二等座/高铁二等座, , , , ,210984099
589,广州,3516,262,62人,3645,98,自行安排/自行安排, , ,共3次,南宁,210185040
590,广州,3164,24,6人,533,97, ,共15个,共2次, , ,210567813
591,广州,2271,24,6人,534,97, , , , , ,210688281
592,广州,1999,40,10人, , ,高铁二等座/高铁二等座, , , , ,210071729
593,广州,2316,163,27人,537,97, ,共17个,3晚高档型, , ,210671662
594,广州,1866,167,28人,20351,98, , , , , ,210670997
595,广州,2230,2446,524人,337,96,飞机/飞机,共5个,"1晚高档型,1晚经济型", , ,210053519
596,广州,299,1289,306人,680,96,火车/火车,共15个,共3次, , ,210642916
597,广州,1350,1755,456人, , , , , , , ,210612861
598,广州,2072,5,1人,9885,97, ,共5个,共1次, , ,210848329
599,广州,3801,3,1人,2051,97,飞机/飞机,共12个, ,共1次，约2小时,北海,210116314
600,广州,3109,826,185人,285,95,高铁二等座/高铁二等座,共15个,共2次,共1次,河池,210059996
601,广州,1065,5,2人, , , , , , , ,210728949
602,广州,1520,163,27人,534,97, , , ,共2次,桂林,210474062
603,广州,1030,95,21人,3645,98,动车组/动车组, , , , ,210349422
604,广州,2032,36,8人,537,97, ,共13个,"1晚高档型,4晚豪华型", , ,210750378
605,广州,2217,35,5人,533,97, ,共17个,3晚高档型, , ,210299668
606,广州,3306,34,6人, , ,动车组/动车组, , , , ,210127517
607,广州,1763,13,4人,20351,98, , , , , ,210628657
608,广州,2064,25,6人,337,96, ,共5个,"1晚高档型,1晚经济型", , ,210623639
609,广州,450,52,16人,9885,97,高铁二等座/高铁二等座,共5个,共1次,共1次，约1小时,桂林,210638112
610,广州,1675,1790,514人,311,94,高铁二等座/高铁二等座, , , , ,210578224
611,广州,607,257,55人,680,96,自行安排/自行安排,共12个,2晚豪华型,共7次,桂林,210766988
612,广州,1814,2,1人, , , , , , , ,210984189
613,广州,1577,21,3人,1023,97, ,共14个,2晚高档型, , ,210628641
